MN,TN,TC,SI,M,AL1,AL2,AL3,AL4,ATP,ATB,TL1,TL2,TL3,TL4,AT,AB,AP,CP,CS,CD,Disabled?,Beached?,SR,DTS,D,DR,ORG,Comments,EID,C,T,PMD,G,DT
1,422,B1,JDS,1,0,0,0,4,0,0,4,3,3,3,0,2,0,0,0,1,0,0,1,2,0,-1,3,Had issues picking up coral from ground with infeed.,2025iri,15,99,1.3,86%,#REF!
1,2826,R1,AD,1,0,0,0,1,0,0,0,0,7,7,0,0,0,0,0,1,0,0,2,2,0,-1,3,,2025iri,14,85,1.5,66%,#REF!
1,5712,R2,Hh,1,0,0,1,0,0,1,0,2,4,2,2,2,0,0,0,1,0,0,1,2,0,-1,3,Seems tippy and climb seems to take a longer time than ideal questionable climb as it was barely off the ground,2025iri,10,65,1.3,40%,#REF!
1,4655,B2,MLM,1,0,0,0,2,0,0,1,0,1,1,0,6,0,1,0,0,0,0,1,1,0,-1,3,"Missed 3 barge algae, 2 coral cycles. Missed 1 L4 in auto. Attempted to climb, not enough time.",2025iri,9,64,1.1,39%,#REF!
1,3494,B3,KA,1,0,0,0,1,0,0,0,6,2,0,2,0,0,1,0,0,0,0,1,1,0,-1,2,,2025iri,8,36,1,9%,#REF!
1,3414,R3,RB,1,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,-1,1,,2025iri,4,53,0.5,23%,#REF!
2,7457,B1,JDS,1,0,0,0,3,0,0,3,4,6,2,0,3,0,0,0,1,0,0,1,2,0,-1,3,"Was a bit slow at times to get coral, but fast scoring.",2025iri,18,106,1.3,91%,#REF!
2,3663,R1,AD,1,0,0,0,1,0,0,3,3,5,3,1,4,0,0,0,1,0,0,1,1,0,-1,2,,2025iri,18,96,1,82%,#REF!
2,4028,B3,KA,1,0,0,0,1,0,2,1,4,4,4,3,4,0,0,0,1,0,0,2,2,0,-1,4,,2025iri,17,96,1.6,82%,#REF!
2,4499,R3,RB,1,0,0,0,1,0,1,2,3,3,2,2,3,0,0,0,1,0,0,2,1,0,-1,3,,2025iri,13,75,1.3,54%,#REF!
2,1741,R2,Hh,1,0,0,0,1,0,0,1,3,3,4,1,0,0,1,0,0,0,0,1,1,0,-1,3,Kinda slow in intaking and scoring stuff,2025iri,11,53,1.1,23%,#REF!
2,10021,B2,MLM,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,2,Bumper fell off around 1.20 remaining. Missed 2 L4 in auto.,2025iri,2,14,0.8,2%,#REF!
3,33,B2,MLM,1,0,0,0,2,0,0,0,4,4,4,0,4,0,0,0,1,0,0,2,2,0,-1,4,Missed 1 L4 in auto. Looked really smooth.,2025iri,16,101,1.6,88%,#REF!
3,2481,B3,KA,1,1,0,1,1,0,0,0,2,3,3,1,4,0,0,0,1,0,0,1,2,0,-1,4,,2025iri,12,88,1.4,71%,#REF!
3,1987,R1,AD,1,0,0,0,1,0,2,1,1,5,1,4,3,0,0,0,1,0,0,1,1,0,-1,3,,2025iri,11,70,1.1,48%,#REF!
3,1833,R3,RB,1,0,0,0,3,0,0,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,-1,2,,2025iri,6,46,1,17%,#REF!
3,4926,R2,Hh,1,0,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,0,0,1,1,0,-1,2,L1 was accidentally really slow human player feed like it takes a decent amount of tries to give it coral,2025iri,5,36,1,9%,#REF!
3,1086,B1,JDS,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,9,2,Could not get coral to score in tele. Had issues trying to score algae in barge. Played awesome defense.,2025iri,0,17,0.966666667,3%,#REF!
4,9245,R3,RB,1,0,2,1,0,0,0,0,9,7,0,0,0,0,0,0,1,0,0,2,2,0,-1,3,,2025iri,16,84,1.5,65%,#REF!
4,1732,R2,Hh,1,0,0,0,3,0,0,3,0,0,2,5,6,2,0,0,1,0,0,1,2,0,-1,4,Pretty accurate algae bot and has ground and source infeed,2025iri,13,96,1.4,82%,#REF!
4,3357,R1,AD,1,0,0,0,1,0,0,2,0,4,6,0,0,0,1,0,0,0,0,1,0,0,-1,2,,2025iri,12,60,0.8,33%,#REF!
4,2137,B2,MLM,1,0,0,0,1,0,0,3,2,3,3,1,1,0,0,1,0,0,0,1,1,0,-1,3,"Spasmed during auto after missing L4. Driving overall also looked a little spazzy, could be either driver or code.",2025iri,12,61,1.1,34%,#REF!
4,1023,B3,KA,1,0,0,0,0,0,0,0,3,5,2,2,0,2,1,0,0,0,0,1,0,0,-1,2,"Their arm for placing coral was not very accurate, and their auton missed everything",2025iri,12,50,0.8,19%,#REF!
4,302,B1,JDS,1,0,0,0,1,0,2,0,2,3,2,0,4,0,1,0,0,0,0,1,1,0,-1,2,Can not acquire coral from source with a coral against the wall. Slow climb.,2025iri,11,62,1,36%,#REF!
5,5687,B1,JDS,1,0,0,0,2,0,0,0,6,6,3,1,3,0,0,0,1,0,1,1,2,0,-1,3,Beached for a few seconds when saving a beached team bot. Source acquired.,2025iri,18,104,1.1,90%,#REF!
5,67,R1,AD,1,0,0,0,4,0,0,3,5,4,3,2,2,0,0,0,1,0,0,2,2,0,-1,4,,2025iri,17,107,1.6,91%,#REF!
5,1768,R3,RB,1,0,0,0,3,0,0,1,5,2,2,2,1,1,0,0,1,0,0,2,2,0,-1,4,,2025iri,12,81,1.6,60%,#REF!
5,469,B2,MLM,1,0,0,0,1,0,0,0,3,3,1,1,1,2,1,0,0,0,0,1,1,0,-1,3,Auto stopped after center L4. Spent a little too long going after algae before switching to scoring coral. Driving was slow at first but improved. Piece acquisition is a lil sketchy overall.,2025iri,10,50,1.1,19%,#REF!
5,9015,B3,KA,1,0,0,0,3,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,3,1,"Really good auton, got beached than unbeached by teammate. Sadly they then got coral stuck in their bot so they tried to play defense, but got a foul. Hang did not work either.",2025iri,3,36,0.683333333,9%,#REF!
5,45,R2,Hh,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,-1,2,Maybe just a bad match but algae intake is super shaky and does not look reliable at all,2025iri,3,34,0.6,8%,#REF!
6,2056,B1,JDS,1,0,0,0,5,0,0,2,5,6,2,0,1,3,0,0,1,0,0,2,1,0,-1,4,Seems like they switched drive teams? Some of the scoring was slow.,2025iri,19,121,1.4,98%,#REF!
6,2832,R1,AD,1,0,0,0,3,0,0,2,4,4,2,3,5,0,0,0,1,0,0,2,1,0,-1,3,,2025iri,17,108,1.3,92%,#REF!
6,341,B3,KA,1,0,0,0,2,0,0,1,5,5,3,2,1,0,0,0,1,0,0,2,2,0,-1,3,They throw the algae which can make it be inconsistent and bounce out of the barge,2025iri,15,87,1.5,69%,#REF!
6,3940,R2,Hh,1,0,0,0,2,0,0,5,2,4,1,0,0,2,1,0,0,0,0,1,2,0,-1,3,Beautifully fast but careful with bot has deep climb but ran into algae and out of time,2025iri,14,62,1.3,36%,#REF!
6,2075,R3,RB,1,0,0,0,1,0,0,0,3,2,0,1,3,0,0,0,1,0,0,1,2,0,-1,3,,2025iri,8,57,1.3,28%,#REF!
6,112,B2,MLM,1,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,1,0,0,-1,2,Robot started oriented wrong way in auto. Overall not great. Drivers seem unfamiliar with robot.,2025iri,4,27,0.8,5%,#REF!
7,118,R1,AD,1,0,0,0,4,0,0,0,7,6,3,0,4,0,0,0,1,0,0,2,2,0,-1,4,,2025iri,20,127,1.6,98%,#REF!
7,4143,B2,MLM,1,0,0,0,2,0,0,0,4,4,4,3,3,0,0,0,1,0,0,1,1,0,-1,3,Missed an L3. Had to frequently realign/readjust to score coral on any level. Smooth ground pickup for coral.,2025iri,15,95,1.1,81%,#REF!
7,2491,R2,Hh,1,0,0,0,0,0,3,0,2,4,4,3,1,2,0,0,1,0,0,1,2,0,-1,3,Very fast but accurate did have to spit out coral some idk why but overall good,2025iri,13,71,1.3,50%,#REF!
7,8044,B1,JDS,1,0,0,0,2,0,0,0,2,2,0,0,6,2,0,0,1,0,0,1,2,0,-1,3,Did mostly algae. Ground infeed for coral and scores like us.,2025iri,12,87,1.3,69%,#REF!
7,1024,B3,KA,1,1,1,0,0,0,0,0,3,5,3,0,0,0,0,0,1,0,0,2,1,0,-1,3,Did well except they tended to miss when dropping off coral. Auton also missed once,2025iri,11,66,1.3,42%,#REF!
7,9032,R3,RB,1,0,1,0,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,2,,2025iri,6,44,0.8,14%,#REF!
8,3767,B2,MLM,1,0,0,0,2,0,0,7,6,4,0,0,0,0,0,0,1,0,0,1,2,0,-1,3,Floor to reef cycles were super quick as they filled the bottom of the reef. Placements in L1 look confident. Could've gotten another coral at end of auto.,2025iri,17,77,1.3,57%,#REF!
8,3538,R2,Hh,1,0,0,0,0,0,0,0,3,8,5,0,0,0,0,0,1,0,0,1,2,0,-1,3,Super fast auton attempted algae but failed not ideal algae bot from this match but pretty good at coral,2025iri,16,81,1.3,60%,#REF!
8,4145,B3,KA,1,0,0,0,3,0,0,2,3,4,1,1,1,2,0,0,1,0,0,2,2,0,-1,4,,2025iri,13,84,1.6,65%,#REF!
8,4646,B1,JDS,1,1,0,0,2,0,0,0,1,2,4,0,5,0,0,0,1,0,0,1,1,0,-1,2,"Good auton, but slower tele. Ground infeed.",2025iri,12,93,1,78%,#REF!
8,449,R1,AD,1,1,0,0,1,0,0,0,1,0,2,2,4,0,1,0,0,0,0,1,0,0,-1,0,,2025iri,7,50,0.6,19%,#REF!
8,4590,R3,RB,1,0,0,0,2,0,0,0,0,2,3,0,1,0,1,0,0,0,0,1,0,0,-1,2,,2025iri,6,46,0.8,17%,#REF!
9,111,B2,MLM,1,0,0,1,1,0,0,4,8,4,3,2,0,1,1,0,0,0,0,2,2,0,-1,3,They were too fast and I might have missed a cycle or two. Failed to climb. Super smooth otherwise.,2025iri,20,83,1.5,63%,#REF!
9,1706,R2,Hh,1,0,0,0,3,0,0,0,4,4,5,3,3,2,0,0,1,0,0,1,2,0,-1,3,Climb is relatively fast but super close to ground can do coral super fast but also accurately although sometimes seems like the coral could jump off the reef,2025iri,18,115,1.3,97%,#REF!
9,868,B3,KA,1,0,0,0,1,0,2,2,3,4,2,1,0,1,0,0,1,0,0,2,1,0,-1,3,"Their coral arm could sometimes be inaccurate cause it dropped it, and it didn't look like it had an auto score function",2025iri,12,65,1.3,40%,#REF!
9,2767,R1,AD,1,0,0,0,1,0,2,0,1,2,0,0,8,0,1,0,0,0,0,2,2,0,-1,2,,2025iri,11,69,1.4,47%,#REF!
9,234,R3,RB,1,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,1,0,0,1,2,0,-1,3,,2025iri,11,55,1.3,26%,#REF!
9,125,B1,JDS,1,0,0,0,3,0,0,1,2,2,2,0,3,0,0,0,1,0,0,1,1,0,-1,2,Ground infeed. Mostly got from source. Missed a few algae. Fast climb. Issues with l1.,2025iri,10,80,1,59%,#REF!
10,1690,B1,JDS,1,0,0,0,5,0,0,11,6,6,2,1,1,0,0,0,1,0,0,2,2,0,-1,4,Can not stop scoring.,2025iri,26,130,1.6,100%,#REF!
10,694,R1,AD,1,0,0,0,3,0,0,5,5,4,1,1,3,0,0,0,1,0,0,2,2,0,-1,3,,2025iri,18,100,1.5,88%,#REF!
10,3276,R2,Hh,1,0,0,0,1,0,3,5,3,4,2,0,3,0,0,0,1,0,0,1,2,0,-1,3,Pretty good at coral and algae pretty good speed as well,2025iri,17,85,1.3,66%,#REF!
10,180,B2,MLM,1,0,0,0,2,0,0,0,4,5,2,2,1,0,1,0,0,0,0,1,1,0,-1,3,Beached themselves in auto but got off easily. Missed the same L4 post twice. Seemed to be driving confusedly at first but got back on track.,2025iri,12,65,1.1,40%,#REF!
10,302,R3,RB,1,0,0,0,3,0,0,0,3,4,2,0,0,1,1,0,0,0,0,0,1,0,-1,2,,2025iri,10,63,0.8,38%,#REF!
10,5907,B3,KA,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,-1,0,Very bad intake abilities. Very slow cycle times struggled to score what it had intaken,2025iri,3,19,0.6,3%,#REF!
11,1768,R1,AD,1,0,0,0,3,0,0,0,3,5,6,3,2,0,0,0,1,0,0,2,2,0,-1,3,,2025iri,16,107,1.5,91%,#REF!
11,3494,R3,Ags,1,0,1,0,0,0,0,3,8,5,0,0,0,0,0,0,1,0,0,1,1,0,-1,2,Struggles with ground pickup,2025iri,16,69,1,47%,#REF!
11,2137,R2,NW,1,0,0,0,3,0,0,3,1,1,0,2,3,2,0,0,1,0,1,1,1,0,-1,3,Missed 3 barge balls and beached themselves when trying to pick up a ground algae but decent ground pickup,2025iri,10,75,0.9,54%,#REF!
11,1741,B3,JDS,1,0,0,0,1,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,1,0,-1,1,Dropped 2 algae attempted in auton. Slow scoring. Ground infeed.,2025iri,10,53,0.9,23%,#REF!
11,4926,B1,SH,1,0,0,0,2,0,0,0,2,3,3,0,0,0,1,0,0,0,0,1,1,0,0,2,Infeed is wall only - slowClimb takes forever to line up - never got there in time.,2025iri,8,50,1,19%,#REF!
11,10021,B2,SE,1,0,0,0,0,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,-1,1,Very jank!!,2025iri,8,32,0.5,6%,#REF!
12,341,B1,SH,1,0,0,0,2,0,0,8,4,6,2,1,1,0,0,0,1,0,0,2,2,0,-1,4,"Sweet, fast infeed - super consistent scoring of coral.",2025iri,21,97,1.6,84%,#REF!
12,422,B3,JDS,1,0,0,0,3,0,0,5,6,4,2,1,0,1,0,0,1,0,0,2,2,0,-1,4,Very fast scoring. Ground infeed for coral is not great.,2025iri,18,94,1.6,79%,#REF!
12,5687,R3,Ags,1,0,0,0,4,0,0,0,6,5,4,0,0,2,0,0,1,0,0,1,2,0,-1,3,"Very fast, source coral only",2025iri,17,109,1.3,93%,#REF!
12,3663,R2,RH,1,0,0,0,1,0,0,1,6,7,1,0,0,0,0,0,1,0,0,1,1,0,-1,3,They were good at grabbing coral,2025iri,15,75,1.1,54%,#REF!
12,4499,B2,SE,1,0,0,0,1,0,2,0,2,2,1,0,8,1,1,0,0,0,0,2,2,0,-1,4,Very clean driving.,2025iri,14,81,1.6,60%,#REF!
12,112,R1,AD,1,0,0,0,0,0,1,0,0,0,0,2,5,0,1,0,0,0,0,1,0,0,-1,1,,2025iri,5,33,0.7,7%,#REF!
13,2056,B3,JDS,1,0,0,0,5,0,0,4,3,4,1,0,6,2,1,0,0,0,0,2,2,0,-1,4,Focusing on algae. Very fast l1.,2025iri,20,120,1.6,97%,#REF!
13,4028,R2,RH,1,0,0,0,1,0,3,0,1,4,3,1,7,0,1,0,0,0,0,2,2,0,-1,3,Missed hang took to much time for coral at the end,2025iri,15,86,1.5,68%,#REF!
13,2491,B2,GS,1,0,0,1,0,0,2,2,5,4,1,0,0,0,0,0,1,0,0,1,1,0,-1,2,Slow and inconsistent scoring,2025iri,12,61,1,34%,#REF!
13,4655,R3,Ags,1,0,0,0,3,0,0,0,3,3,2,2,3,0,0,0,1,0,0,0,0,0,-1,1,Got jammed up and descored coral,2025iri,11,85,0.5,66%,#REF!
13,1086,B1,SH,1,0,0,0,2,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,1,0,-1,2,Wall infeed bounces out often.Coral scoring is too,2025iri,7,46,1,17%,#REF!
13,45,R1,AD,1,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,1,0,0,1,0,0,-1,0,,2025iri,5,44,0.6,14%,#REF!
14,4143,B1,MLM,1,0,0,0,2,0,0,0,5,2,4,3,1,2,0,0,1,0,0,1,1,0,-1,2,Had some alignment issues with some coral scoring.,2025iri,14,86,1,68%,#REF!
14,33,R3,Ags,1,0,0,0,4,0,0,0,2,4,1,3,3,2,0,0,1,0,0,2,2,0,-1,4,Stuck on opposing robot for a joyride,2025iri,12,96,1.6,82%,#REF!
14,3357,B2,RB,1,0,0,0,2,0,0,1,3,3,3,0,0,0,1,0,0,0,0,2,0,0,-1,2,,2025iri,10,55,1,26%,#REF!
14,469,R1,AD,1,0,0,0,1,0,0,0,3,1,2,2,4,0,1,0,0,0,0,0,1,0,-1,1,,2025iri,10,57,0.7,28%,#REF!
14,1024,R2,RH,1,0,0,0,1,0,0,0,2,3,2,0,0,0,0,0,1,0,0,1,1,0,-1,2,,2025iri,7,50,1,19%,#REF!
14,449,B3,JDS,1,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,1,0,0,1,2,1,7,2,Missed everything in auton. Something stopped working and played good defense.,2025iri,7,46,1.233333333,17%,#REF!
15,111,R3,Ags,1,0,0,1,0,0,1,0,5,8,4,4,3,0,1,0,0,0,0,1,1,0,-1,2,Dropped 1 or 2 coral and may have declined their partner,2025iri,20,94,1,79%,#REF!
15,1833,B1,SH,1,0,0,0,1,0,0,4,5,6,3,2,0,0,0,0,1,0,0,1,1,0,-1,2,Wall coral infeed is not greatest - fails to acquire during auton. Little floor coral infeed is sweet but only does L1,2025iri,18,84,1,65%,#REF!
15,3767,B3,JDS,1,0,0,0,2,0,0,3,4,5,2,1,0,2,1,0,0,0,0,1,2,0,-1,3,Somewhat slow coral from ground. Did not attempt to climb.,2025iri,16,73,1.3,52%,#REF!
15,3940,R2,RH,1,0,0,0,1,0,0,3,4,2,3,0,0,2,1,0,0,0,0,0,1,0,-1,2,It broke on climb or slipped idk,2025iri,14,59,0.8,31%,#REF!
15,125,B2,SE,1,1,0,0,3,0,0,0,0,1,1,0,6,0,1,0,0,0,0,1,1,0,-1,3,Lots of control mistakes.,2025iri,8,72,1.1,51%,#REF!
15,9015,R1,AD,1,0,0,0,0,0,0,0,2,1,4,0,0,0,1,0,0,0,0,1,0,0,-1,0,,2025iri,7,33,0.6,7%,#REF!
16,3276,R1,AD,1,0,0,0,1,0,3,1,4,2,1,0,7,0,0,0,1,0,0,2,2,0,-1,2,,2025iri,15,91,1.4,75%,#REF!
16,2767,B2,SE,1,0,0,0,3,0,0,0,0,1,4,0,6,1,0,0,1,0,0,2,2,0,-1,4,Clean at algae.,2025iri,12,100,1.6,88%,#REF!
16,4145,R3,Ags,1,0,0,0,1,0,0,0,0,0,8,0,0,2,0,0,1,0,0,1,0,0,-1,1,Terrible coral station traffic management,2025iri,10,70,0.7,48%,#REF!
16,9032,B3,CB,1,0,0,0,1,0,0,0,6,3,1,0,0,0,0,0,1,0,0,1,0,0,-1,2,I don't think they are a bad robot just very sloppy,2025iri,10,57,0.8,28%,#REF!
16,5712,B1,SH,1,0,0,0,0,0,1,0,1,3,4,2,1,1,0,0,1,0,0,1,1,0,-1,2,,2025iri,10,60,1,33%,#REF!
16,9245,R2,RH,1,1,2,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0,1,0,0,-1,1,It struggled with getting coral to stay in,2025iri,9,59,0.7,31%,#REF!
17,1690,B1,SH,1,0,0,0,4,0,0,7,4,5,2,2,1,0,0,0,1,0,0,2,2,0,-1,4,Algae suction seemed off - maybe the angle trying to acquire,2025iri,19,105,1.6,91%,#REF!
17,2075,R1,AD,1,0,0,0,1,0,0,0,4,5,2,3,3,0,0,0,1,0,0,1,1,0,-1,2,,2025iri,14,82,1,62%,#REF!
17,868,R3,Ags,1,0,0,0,2,0,0,1,2,4,4,1,0,2,0,0,1,0,0,1,1,0,-1,2,Somewhat erratic,2025iri,13,81,1,60%,#REF!
17,694,B3,CB,1,0,0,0,2,0,0,1,3,4,3,2,2,0,0,0,1,0,0,1,1,0,-1,3,Lost track so stats might not be accurate,2025iri,13,83,1.1,63%,#REF!
17,67,B2,SE,1,0,0,0,1,0,0,0,3,3,0,0,1,0,1,0,0,0,0,1,1,0,-1,3,Sloppy driving. But overall good.,2025iri,7,37,1.1,10%,#REF!
17,4646,R2,RH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,It no worky,2025iri,0,0,0.6,0%,#REF!
18,1706,B3,CB,1,0,0,0,1,0,0,0,5,3,2,2,3,2,1,0,0,0,0,1,2,0,-1,3,Good but missed auton and climb,2025iri,15,73,1.3,52%,#REF!
18,1987,R1,AD,1,0,0,0,3,0,0,2,3,3,2,3,3,0,0,0,1,0,0,2,0,0,-1,2,,2025iri,13,89,1,72%,#REF!
18,3538,R3,Ags,1,0,0,0,1,0,3,0,2,5,1,0,1,0,0,0,1,0,0,1,1,0,-1,2,Struggled with algae,2025iri,9,59,1,31%,#REF!
18,67,B2,SE,1,0,0,0,3,0,0,0,1,2,2,0,4,0,0,0,1,0,0,2,1,0,-1,4,Clean.,2025iri,9,81,1.4,60%,#REF!
18,5907,B1,SH,1,0,0,0,0,0,0,0,1,4,2,0,0,0,1,0,0,1,0,0,0,0,-1,1,Not IRI quality robot or driving.,2025iri,7,32,0.3,6%,#REF!
18,2826,R2,RH,1,0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,1,0,0,1,1,0,-1,2,,2025iri,6,45,1,16%,#REF!
19,2481,B1,SH,1,0,0,2,2,0,0,5,7,4,3,0,2,0,0,0,0,0,0,2,2,0,-1,4,Super fast ground infeed and coral scoring,2025iri,21,103,1.6,90%,#REF!
19,2832,R1,AD,1,0,0,0,3,0,0,0,1,3,2,2,5,2,1,0,0,0,0,1,0,0,-1,2,,2025iri,13,87,0.8,69%,#REF!
19,118,B2,SE,1,0,2,0,0,0,0,3,0,2,0,0,8,0,0,0,1,0,0,2,2,0,-1,4,Very clean driving.,2025iri,13,85,1.6,66%,#REF!
19,1023,B3,CB,1,0,0,0,1,0,0,0,4,2,2,3,1,2,1,0,0,0,0,0,1,0,-1,2,Has a little bit of a sloppy handoff and swayed a bit and climb broke,2025iri,11,54,0.8,25%,#REF!
19,7457,R2,RH,1,0,0,0,3,0,0,0,3,5,2,2,0,0,0,0,1,0,0,2,2,0,-1,4,They were fast,2025iri,10,75,1.6,54%,#REF!
19,234,R3,Ags,1,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,1,1,0,-1,2,Slooowww,2025iri,6,44,1,14%,#REF!
20,422,R3,Ags,1,0,0,0,2,0,0,4,7,7,2,1,0,1,1,0,0,0,0,2,2,0,-1,3,Fast but station only,2025iri,21,88,1.5,71%,#REF!
20,2137,B3,CB,1,0,0,0,3,0,0,2,5,7,2,2,0,1,0,0,1,0,0,2,2,0,-1,3,Was efficient and very good but a station bot without the biggest funnel,2025iri,17,97,1.5,84%,#REF!
20,8044,R2,RH,1,0,0,0,2,0,0,0,0,4,5,1,2,0,0,0,0,0,0,1,1,0,-1,2,,2025iri,11,70,1,48%,#REF!
20,180,B1,SH,1,0,0,0,3,0,0,0,4,4,1,1,1,0,0,0,1,1,1,1,1,0,-1,2,Auton had issues. Disabled after auton before reconnecting. Struggled to hit L4. Jerky driving until back in the groove.,2025iri,10,75,0.6,54%,#REF!
20,4590,B2,SE,1,0,0,0,1,0,2,0,3,1,1,0,2,0,0,0,1,0,0,1,0,0,-1,2,Very bad driving.,2025iri,7,52,0.8,22%,#REF!
20,3414,R1,AD,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,0,0,-1,0,,2025iri,4,36,0.6,9%,#REF!
21,111,R3,AGS,1,0,0,0,1,0,0,4,8,6,3,0,0,1,0,0,1,0,0,2,2,0,-1,3,Auton was bad,2025iri,22,97,1.5,84%,#REF!
